Name:,Lucie Farrell
Email:,lqf5273@psu.edu
Direct Fetched:,F
Hand Fetched:,T
Comment:,Collecting data from the Supplementary Datasheet of Wang, J., Kwon, H., Kim, H.S. et al.'s paper, A neural network model for high entropy alloy design (DOI: 10.1038/s41524-023-01010-x).

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
None,Cr20 Fe6 Co34 Ni34 Mo6,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.ijplas.2018.10.005
None,Cr20 Fe6 Co34 Ni34 Mo6,None, AC+H+A, homogenized at 1473 K + annealed at 948 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.ijplas.2018.10.005
None,Cr20 Fe6 Co34 Ni34 Mo6,None, AC+H+A, homogenized at 1473 K + annealed at 948 K for 5 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.ijplas.2018.10.005
None,Cr20 Fe6 Co34 Ni34 Mo6,None, AC+H+A, homogenized at 1473 K + annealed at 948 K for 10 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.ijplas.2018.10.005
None,Cr20 Fe6 Co34 Ni34 Mo6,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.ijplas.2018.10.005
None,Cr20 Fe6 Co34 Ni34 Mo6,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.ijplas.2018.10.005
None,Cr20 Fe6 Co34 Ni34 Mo6,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.ijplas.2018.10.005
None,Cr20 Fe6 Co34 Ni34 Mo6,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 3 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.ijplas.2018.10.005
None,Cr20 Fe6 Co34 Ni34 Mo6,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.ijplas.2018.10.005
None,Cr20 Fe6 Co34 Ni34 Mo6,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.ijplas.2018.10.005
None,Cr20 Fe6 Co34 Ni34 Mo6,None, AC+H+A, homogenized at 1473 K + annealed at 1423 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.ijplas.2018.10.005
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.050
None,C0.5 Cr19.9 Mn19.9 Fe19.9 Co19.9 Ni19.9,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.050
None,C1 Cr19.8 Mn19.8 Fe19.8 Co19.8 Ni19.8,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.050
None,Cr10 Mn40 Fe40 Co10,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 3 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.05.057
None,Al7 Cr23.25 Fe23.25 Co23.25 Ni23.25,None, AC+H, homogenized at 1423 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2020.10.071
None,Al7 Cr23.25 Fe23.25 Co23.25 Ni23.25,None, AC+H+A, homogenized at 1423 K + annealed at 973 K for 4 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2020.10.071
None,Al7 Cr23.25 Fe23.25 Co23.25 Ni23.25,None, AC+H+A, homogenized at 1423 K + annealed at 973 K for 24 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2020.10.071
None,Al7 Cr23.25 Fe23.25 Co23.25 Ni23.25,None, AC+H+A, homogenized at 1423 K + annealed at 973 K for 48 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2020.10.071
None,C1.3 Al9.9 Mn29.8 Fe59,None, AC+H+A, homogenized at 1473 K + annealed at 1123 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/0921-5093(91)90709-V
None,Cr23 Mn31 Co23 Ni23,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139974
None,Cr25 Fe25 Co25 Ni25,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139224
None,Cr33.3333 Co33.3333 Ni33.3333,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139224
None,V33.3333 Co33.3333 Ni33.3333,None, AC+H+A, homogenized at 1473 K + annealed at 1373 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2021.107126
None,V7.99 Cr14.5 Mn3.25 Fe14.92 Co35.42 Ni21.43 Cu2.49,None, AC+H+A, homogenized at 1373 K + annealed at 953 K for 14 min,UTS,None,None,None,None,None,Pa,None,None
None,V7.99 Cr14.5 Mn3.25 Fe14.92 Co35.42 Ni21.43 Cu2.49,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 5 min,UTS,None,None,None,None,None,Pa,None,None
None,V7.99 Cr14.5 Mn3.25 Fe14.92 Co35.42 Ni21.43 Cu2.49,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 10 min,UTS,None,None,None,None,None,Pa,None,None
None,V7.99 Cr14.5 Mn3.25 Fe14.92 Co35.42 Ni21.43 Cu2.49,None, AC+H+A, homogenized at 1373 K + annealed at 1123 K for 10 min,UTS,None,None,None,None,None,Pa,None,None
None,Cr20 Fe20 Co20 Ni20 Cu20,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139241
None,Cr17.51 Fe17.51 Co17.51 Ni17.51 Cu29.96,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139241
None,Cr20 Fe20 Co20 Ni20 Cu20,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139241
None,Cr17.51 Fe17.51 Co17.51 Ni17.51 Cu29.96,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139241
None,C1.36 Cr20.14 Mn19.27 Fe19.42 Co20.06 Ni19.75,None, AC+H, homogenized at 1493 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.06.204
None,C1.36 Cr20.14 Mn19.27 Fe19.42 Co20.06 Ni19.75,None, AC+H+A, homogenized at 1493 K + annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.06.204
None,C1.36 Cr20.14 Mn19.27 Fe19.42 Co20.06 Ni19.75,None, AC+H+A, homogenized at 1493 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.06.204
None,C1.36 Cr20.14 Mn19.27 Fe19.42 Co20.06 Ni19.75,None, AC+H+A, homogenized at 1493 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.06.204
None,C1.36 Cr20.14 Mn19.27 Fe19.42 Co20.06 Ni19.75,None, AC+H+A, homogenized at 1493 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.06.204
None,Al5.27 Cr17.95 Mn20.12 Fe19.47 Co18.82 Ni18.37,None, AC+H, homogenized at 1423 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139446
None,Al5.27 Cr17.95 Mn20.12 Fe19.47 Co18.82 Ni18.37,None, AC+H+A, homogenized at 1423 K + annealed at 773 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139446
None,Al5.27 Cr17.95 Mn20.12 Fe19.47 Co18.82 Ni18.37,None, AC+H+A, homogenized at 1423 K + annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139446
None,Al5.27 Cr17.95 Mn20.12 Fe19.47 Co18.82 Ni18.37,None, AC+H+A, homogenized at 1423 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139446
None,Al5.27 Cr17.95 Mn20.12 Fe19.47 Co18.82 Ni18.37,None, AC+H+A, homogenized at 1423 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139446
None,Al5.27 Cr17.95 Mn20.12 Fe19.47 Co18.82 Ni18.37,None, AC+H+A, homogenized at 1423 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139446
None,Al5.27 Cr17.95 Mn20.12 Fe19.47 Co18.82 Ni18.37,None, AC+H+A, homogenized at 1423 K + annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139446
None,Cr4 Mn28 Fe40 Ni28,None, AC+H+A, homogenized at 1273 K + annealed at 1123 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.matdes.2015.08.007
None,Cr12 Mn28 Fe40 Ni20,None, AC+H+A, homogenized at 1273 K + annealed at 1123 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.matdes.2015.08.007
None,Cr18 Mn28 Fe40 Ni14,None, AC+H+A, homogenized at 1273 K + annealed at 1123 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.matdes.2015.08.007
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.03.088
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H, homogenized at 1373 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.03.088
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H, homogenized at 1373 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.03.088
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 2 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.03.088
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.03.088
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 24 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.03.088
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1373 K + annealed at 1323 K for 2 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.03.088
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1373 K + annealed at 1323 K for 20 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.03.088
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1373 K + annealed at 1323 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.03.088
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1373 K + annealed at 1323 K for 24 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.03.088
None,Al10.12 Cr22.47 Fe22.47 Co22.47 Ni22.47,None, AC+H, homogenized at 1523 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.matdes.2019.107910
None,Al10.12 Cr22.47 Fe22.47 Co22.47 Ni22.47,None, AC+H+A, homogenized at 1523 K + annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matdes.2019.107910
None,Al10.12 Cr22.47 Fe22.47 Co22.47 Ni22.47,None, AC+H+A, homogenized at 1523 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matdes.2019.107910
None,Al10.12 Cr22.47 Fe22.47 Co22.47 Ni22.47,None, AC+H+A, homogenized at 1523 K + annealed at 1073 K for 2 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matdes.2019.107910
None,Al10.12 Cr22.47 Fe22.47 Co22.47 Ni22.47,None, AC+H+A, homogenized at 1523 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matdes.2019.107910
None,Al10.12 Cr22.47 Fe22.47 Co22.47 Ni22.47,None, AC+H+A, homogenized at 1523 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matdes.2019.107910
None,Al10.12 Cr22.47 Fe22.47 Co22.47 Ni22.47,None, AC+H+A, homogenized at 1523 K + annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matdes.2019.107910
None,C0.2 Cr19.96 Mn19.96 Fe19.96 Co19.96 Ni19.96,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.050
None,C0.2 Cr19.96 Mn19.96 Fe19.96 Co19.96 Ni19.96,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.050
None,C0.2 Cr19.96 Mn19.96 Fe19.96 Co19.96 Ni19.96,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 3 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.050
None,C0.2 Cr19.96 Mn19.96 Fe19.96 Co19.96 Ni19.96,None, AC+A, annealed at 1173 K for 3 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.050
None,C0.5 Cr19.9 Mn19.9 Fe19.9 Co19.9 Ni19.9,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.050
None,C0.5 Cr19.9 Mn19.9 Fe19.9 Co19.9 Ni19.9,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.050
None,C0.5 Cr19.9 Mn19.9 Fe19.9 Co19.9 Ni19.9,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 3 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.050
None,C0.5 Cr19.9 Mn19.9 Fe19.9 Co19.9 Ni19.9,None, AC+A, annealed at 1173 K for 3 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.050
None,C0.8 Cr19.84 Mn19.84 Fe19.84 Co19.84 Ni19.84,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.050
None,C0.8 Cr19.84 Mn19.84 Fe19.84 Co19.84 Ni19.84,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.050
None,C0.8 Cr19.84 Mn19.84 Fe19.84 Co19.84 Ni19.84,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 3 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.050
None,C0.8 Cr19.84 Mn19.84 Fe19.84 Co19.84 Ni19.84,None, AC+A, annealed at 1173 K for 3 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.10.050
None,Cr20.06 Mn19.91 Fe19.88 Co20.08 Ni20.07,None, AC+H+A, homogenized at 1473 K + annealed at 1473 K for 2 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2020.129073
None,C0.93 Cr20.12 Mn20.05 Fe19.92 Co18.98 Ni20,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2020.129073
None,C0.93 Cr20.12 Mn20.05 Fe19.92 Co18.98 Ni20,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2020.129073
None,C0.93 Cr20.12 Mn20.05 Fe19.92 Co18.98 Ni20,None, AC+H+A, homogenized at 1473 K + annealed at 1473 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2020.129073
None,C0.5 Cr10 Mn30 Fe49.5 Co10,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2017.04.050
None,C0.5 Cr10 Mn30 Fe49.5 Co10,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2017.04.050
None,C0.5 Cr10 Mn30 Fe49.5 Co10,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 3 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2017.04.050
None,Cr20 Mn20 Fe20 Ni20 Cu20,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2018.06.004
None,Cr20 Mn20 Fe20 Ni20 Cu20,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2018.06.004
None,Cr20 Mn20 Fe20 Ni20 Cu20,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2018.06.004
None,Cr20 Mn20 Fe20 Ni20 Cu20,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2018.06.004
None,Cr20 Mn20 Fe20 Ni20 Cu20,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2018.06.004
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2018.09.029
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2018.09.029
None,Al2.44 Cr24.39 Fe24.39 Co24.39 Ni24.39,None, AC+H, homogenized at 1373 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.140752
None,Al2.44 Cr24.39 Fe24.39 Co24.39 Ni24.39,None, AC+H, homogenized at 1373 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.140752
None,Al2.44 Cr24.39 Fe24.39 Co24.39 Ni24.39,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.140752
None,Al2.44 Cr24.39 Fe24.39 Co24.39 Ni24.39,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.140752
None,Al2.44 Cr24.39 Fe24.39 Co24.39 Ni24.39,None, AC+H+A, homogenized at 1373 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.140752
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.02.048
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1273 K + annealed at 873 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.02.048
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1273 K + annealed at 923 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.02.048
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1273 K + annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.02.048
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2018.02.048
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2017.08.011
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1080/02670836.2017.1342367
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 6 h,UTS,None,None,None,None,None,Pa,None,10.1080/02670836.2017.1342367
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1073 K + annealed at 1073 K for 4 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.03.403
None,Cr18 Mn27.333 Fe27.334 Ni27.333,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2015.05.097
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2013.06.018
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2013.06.018
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1473 K + annealed at 1423 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2013.06.018
None,Cr31 Co31 Ni31 Mo7,None, AC+A, annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2019.07.026
None,Cr31 Co31 Ni31 Mo7,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2019.07.026
None,Mn33.333 Fe33.334 Cu33.333,None, AC+H+A, homogenized at 1073 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2020.03.050
None,Al7.5 Mn30.833 Fe30.834 Cu30.833,None, AC+H+A, homogenized at 1073 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2020.03.050
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1373 K + annealed at 948 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.mtnano.2018.12.002
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1373 K + annealed at 1473 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.mtnano.2018.12.002
None,V10 Cr15 Mn5 Fe35 Co10 Ni25,None, AC+H+A, homogenized at 1373 K + annealed at 1023 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1038/ncomms15719
None,Cr10 Mn40 Fe40 Co10,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.05.057
None,Cr12.5 Fe55 Co17.5 Ni10 Mo5,None, AC+H, homogenized at 1523 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.12.040
None,Cr12.5 Fe55 Co17.5 Ni10 Mo5,None, AC+H+A, homogenized at 1523 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.12.040
None,Cr12.5 Fe55 Co17.5 Ni10 Mo5,None, AC+H+A, homogenized at 1523 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.12.040
None,Cr12.5 Fe55 Co17.5 Ni10 Mo5,None, AC+H+A, homogenized at 1523 K + annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.12.040
None,Cr12.5 Fe55 Co17.5 Ni10 Mo5,None, AC+H+A, homogenized at 1523 K + annealed at 1473 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.12.040
None,Cr12.5 Fe55 Co18 Ni7 Mo7.5,None, AC+H, homogenized at 1523 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.12.040
None,Cr12.5 Fe55 Co18 Ni7 Mo7.5,None, AC+H+A, homogenized at 1523 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.12.040
None,Cr12.5 Fe55 Co18 Ni7 Mo7.5,None, AC+H+A, homogenized at 1523 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.12.040
None,Cr12.5 Fe55 Co18 Ni7 Mo7.5,None, AC+H+A, homogenized at 1523 K + annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.12.040
None,Cr12.5 Fe55 Co18 Ni7 Mo7.5,None, AC+H+A, homogenized at 1523 K + annealed at 1473 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.12.040
None,C1 Cr12.5 Fe55 Co17.5 Ni10 Mo4,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2020.07.023
None,C2 Cr12.5 Fe55 Co17.5 Ni10 Mo3,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2020.07.023
None,C0.03 Cr6.22 Mn23.1 Fe23.9 Co23.29 Ni23.46,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.152000
None,C0.53 Cr6.42 Mn23.67 Fe23.97 Co23.17 Ni22.24,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.152000
None,C0.95 Cr6.31 Mn23.14 Fe23.13 Co23.14 Ni23.33,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.152000
None,C2.11 Cr6.23 Mn22.02 Fe22.41 Co23.42 Ni23.81,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.152000
None,Al13.04 Cr21.74 Fe21.74 Co21.74 Ni21.74,None, AC+A, annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.152000
None,Cr10 Mn30 Fe50 Co10,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 3 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.12.079
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H, homogenized at 1423 K,UTS,None,None,None,None,None,Pa,None,10.1007/s11661-019-05231-y
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1423 K + annealed at 573 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1007/s11661-019-05231-y
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1423 K + annealed at 673 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1007/s11661-019-05231-y
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1423 K + annealed at 773 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1007/s11661-019-05231-y
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1423 K + annealed at 873 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1007/s11661-019-05231-y
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1423 K + annealed at 923 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1007/s11661-019-05231-y
